id,title_es,title_en,text_es,text_en
157,"El León, el Oso y la Zorra","The Lion, the Bear and the Fox","Un león y un oso pelearon ferozmente por un ciervo que habían cazado juntos. Se cansaron tanto que cayeron al suelo sin fuerzas. Una zorra pasó por allí, tomó el ciervo y se lo llevó. Los dos gigantes solo pudieron mirar impotentes. Desde entonces, la zorra recordó que los que pelean por la gloria suelen perder el premio.","A lion and a bear fought fiercely over a deer they had hunted together. They grew so tired that they fell to the ground without strength. A fox passed by, took the deer, and carried it away. The two giants could only watch helplessly. Since then, the fox remembered that those who fight for glory usually lose the prize."
158,El Caballo Viejo,The Old Horse,"Un caballo viejo que sirvió fielmente en la guerra fue vendido a un molinero. Llevaba pesadas cargas de trigo sin quejarse. Un día, vio a sus antiguos compañeros de batalla paseando elegantes con sus nuevos jinetes. Suspiró con tristeza pero siguió trabajando, sabiendo que la utilidad es la verdadera dignidad de la vejez.","An old horse that had served faithfully in war was sold to a miller. He carried heavy loads of wheat without complaining. One day, he saw his old battle companions parading elegantly with their new riders. He sighed sadly but kept working, knowing that usefulness is the true dignity of old age."
159,El Ciervo y el León en la Cueva,The Deer and the Lion in the Cave,Un ciervo herido entró a una cueva para esconderse de un león. Dentro descubrió que la cueva era la guarida del león. El depredador lo atrapó sin esfuerzo. El ciervo lamentó no haber preferido morir de hambre afuera a caer en las garras del enemigo por su imprudencia.,A wounded deer entered a cave to hide from a lion. Inside he discovered that the cave was the lion's lair. The predator caught him without effort. The deer lamented not having preferred to starve outside rather than fall into the enemy's claws through his recklessness.
160,El Ladrón y el Perro,The Thief and the Dog,"Un ladrón entró de noche a una casa y ofreció pan a un perro guardián para que no ladrara. El perro lo miró con desprecio y le dijo que si su dueño le daba comida todos los días, no traicionaría su confianza por un simple trozo de pan. El ladrón huyó al escuchar los ladridos de alerta.","A thief entered a house at night and offered bread to a guard dog so he would not bark. The dog looked at him with contempt and said that if his master fed him every day, he would not betray his trust for a simple piece of bread. The thief fled upon hearing the alert barks."
161,El Águila y la Tortuga,The Eagle and the Tortoise,"Una tortuga le pidió a un águila que la llevara a lo alto del cielo. El águila advirtió que no era su lugar, pero la tortuga insistió. El águila la soltó en el aire y la tortuga cayó sobre las rocas. El orgullo de querer lo imposible la destruyó por completo.","A tortoise asked an eagle to carry her high into the sky. The eagle warned that it was not her place, but the tortoise insisted. The eagle dropped her in midair and the tortoise fell on the rocks. The pride of wanting the impossible destroyed her completely."
162,La Zorra y el Buey,The Fox and the Ox,"Una zorra hambrienta encontró a un buey descansando en el prado. Le dijo que el león había nombrado nuevo rey y que todos los animales debían besarle la pata. El buey, asustado, dejó que la zorra se acercara y esta le mordió el cuello. El buey aprendió que la codicia ciega el juicio.","A hungry fox found an ox resting in the meadow. She told him that the lion had been named new king and that all animals must kiss his paw. The frightened ox let the fox approach, and she bit his neck. The ox learned that greed blinds judgment."
163,El León y el Jabalí,The Lion and the Boar,"Un león y un jabalí disputaban la presa de un ciervo muerto. Mientras peleaban bajo el sol, vieron que unos buitres esperaban comerse al que perdiera. Decidieron compartir la presa en paz y vivieron para pelear otro día con mejor fortuna.","A lion and a boar disputed the prey of a dead deer. While they fought under the sun, they saw vultures waiting to eat the loser. They decided to share the prey in peace and lived to fight another day with better fortune."
164,El Águila y el Cuervo,The Eagle and the Crow,Un cuervo envidiaba la majestuosidad del águila y quería imitarla. Vio a un cordero dormido y trató de arrebatarlo como hacía el águila. Sus garras no fueron suficientes y terminó atrapado entre las patas del cordero. Un pastor lo rescató y le dijo que cada ave debe conocer sus límites.,A crow envied the eagle's majesty and wanted to imitate her. He saw a sleeping lamb and tried to snatch it as the eagle did. His claws were not strong enough and he ended up trapped in the lamb's legs. A shepherd rescued him and told him that every bird must know its limits.
165,El Grillo y las Hormigas,The Cricket and the Ants,"Un grillo cantó todo el otoño mientras las hormigas almacenaban granos. Cuando llegó la nieve, el grillo pidió comida prestada. Las hormigas le preguntaron qué había hecho durante el verano. El grillo respondió que cantaba. Las hormigas le dijeron que ahora podía bailar con el frío. La preparación siempre vence a la pereza.","A cricket sang all autumn while the ants stored grain. When the snow came, the cricket asked to borrow food. The ants asked what he had done during the summer. The cricket replied that he sang. The ants told him that now he could dance with the cold. Preparation always defeats laziness."
166,El Pescador y sus Flautas,The Fisherman and His Pipes,"Un pescador tocaba flauta junto al río para atraer peces. Cuando no conseguía ninguno, lanzó su red y atrapó muchos. Se dio cuenta de que la música no servía para pescar, sino el trabajo y la técnica. Desde entonces, dejó las flautas y estudió los hábitos de los peces para ser un verdadero maestro.","A fisherman played pipes by the river to attract fish. When he caught none, he cast his net and trapped many. He realized that music did not serve for fishing, but work and technique did. From then on, he left the pipes and studied the habits of fish to become a true master."
167,La Zorra y la Máscara,The Fox and the Mask,"Una zorra entró a la casa de un actor y encontró una máscara hermosa de tragedia. La examinó con cuidado y dijo con ironía que tenía un rostro magnífico, pero carecía de cerebro. Así son muchas personas que tienen apariencia imponente pero no tienen sabiduría en sus acciones.",A fox entered an actor's house and found a beautiful tragedy mask. She examined it carefully and said ironically that it had a magnificent face but lacked a brain. So are many people who have an imposing appearance but lack wisdom in their actions.
168,El Burro y el Jardinero,The Donkey and the Gardener,"Un burro trabajaba para un jardinero que lo trataba mal y le daba poca comida. El burro pidió consejo a un búho sobre cambiar de dueño. El búho le dijo que en cualquier lugar, los burros cargan peso. El burlo decidió quedarse y pedir mejor trato, aprendiendo que el cambio no siempre mejora la vida.","A donkey worked for a gardener who treated him poorly and gave him little food. The donkey asked an owl for advice about changing owners. The owl told him that anywhere, donkeys carry weight. The donkey decided to stay and ask for better treatment, learning that change does not always improve life."
169,El Vendedor de Estatuas,The Statue Seller,"Un escultor vendía estatuas de dioses en el mercado. Un filósofo le preguntó si creía en los dioses que tallaba. El escultor respondió que no, pero que a otros les gustaba comprarlos. El filósofo sonrió y dijo que era curioso que los dioses protegieran a quienes los fabricaban sin fe.","A sculptor sold statues of gods in the market. A philosopher asked if he believed in the gods he carved. The sculptor replied that he did not, but that others liked to buy them. The philosopher smiled and said it was curious that the gods protected those who crafted them without faith."
170,El Pavo y el Pavo Real,The Turkey and the Peacock,"Un pavo se quejaba de su plumaje opaco comparado con el pavo real. Este le respondió que podía volar alto y ver el mundo, mientras que él solo caminaba orgulloso de su cola. El pavo aprendió que la verdadera libertad vale más que la vanidad exterior.","A turkey complained about his dull plumage compared to the peacock. The peacock replied that he could fly high and see the world, while the turkey only walked proudly displaying his tail. The turkey learned that true freedom is worth more than outer vanity."
171,El Perro y el Lobo,The Dog and the Wolf,"Un lobo flaco vio a un perro gordo y bien alimentado. El perro le invitó a vivir con los humanos a cambio de vigilar la casa. El lobo aceptó, pero al ver el collar de cadena en el cuello del perro, huyó. Prefirió su hambre libre a la abundancia esclava.","A thin wolf saw a fat, well-fed dog. The dog invited him to live with humans in exchange for guarding the house. The wolf accepted, but when he saw the chain collar around the dog's neck, he fled. He preferred his free hunger to enslaved abundance."
172,El Pastor y el Lobo Cazador,The Shepherd and the Wolf Hunter,"Un pastor perdió muchas ovejas por culpa de un lobo astuto. Contrató a un cazador experto para eliminarlo. El cazador usó señuelos y trampas, pero el lobo siempre escapaba. Finalmente, el pastor reforzó su corral y el lobo se fue a otro lugar. La prevención venció a la venganza.","A shepherd lost many sheep because of a cunning wolf. He hired an expert hunter to eliminate him. The hunter used decoys and traps, but the wolf always escaped. Finally, the shepherd reinforced his pen and the wolf went elsewhere. Prevention defeated revenge."
173,El Árbol y el Hacha,The Tree and the Axe,"Un árbol grande vio que un leñador afilaba su hacha contra una piedra cercana. El árbol, confiado en su tamaño, no se preocupó. Cuando el leñador llegó y comenzó a talarlo, el árbol comprendió demasiado tarde que dar refugio a quien porta armas es un error fatal.","A large tree saw a woodcutter sharpening his axe against a nearby stone. The tree, confident in its size, was not worried. When the woodcutter arrived and began to cut it down, the tree understood too late that giving shelter to one who carries weapons is a fatal mistake."
174,El Río y el Mar,The River and the Sea,"Un río orgulloso corría rápido entre montañas y se burlaba del mar tranquilo. Cuando llegó al océano, perdió su nombre y su fuerza en la inmensidad azul. El mar le dijo con calma que la humildad es la verdadera grandeza, porque quien se une a lo grande se vuelve inmortal.","A proud river ran swiftly between mountains and mocked the calm sea. When it reached the ocean, it lost its name and strength in the blue immensity. The sea calmly told him that humility is true greatness, because whoever joins the great becomes immortal."
175,El Sol y la Luna,The Sun and the Moon,"El sol y la luna discutieron sobre quién era más importante para la tierra. El sol iluminaba el día y hacía crecer las plantas. La luna gobernaba las mareas y guiaba a los viajeros nocturnos. Una estrella sabia les dijo que ambos eran necesarios, porque la luz sin oscuridad no se aprecia.","The sun and the moon argued about who was more important to the earth. The sun lit the day and made plants grow. The moon ruled the tides and guided nighttime travelers. A wise star told them that both were necessary, because light without darkness is not appreciated."
176,El Cometa,The Flying Trunk,"Un joven heredó un baúl mágico que podía volar por los cielos. Viajó a tierras lejanas, conoció a una princesa turca y le contó historias maravillosas. Pero un día, el baúl se quemó y ya no pudo volar. Aprendió que la verdadera magia no está en los objetos, sino en las historias que contamos.","A young man inherited a magic trunk that could fly through the skies. He traveled to distant lands, met a Turkish princess, and told her wonderful stories. But one day, the trunk burned and he could no longer fly. He learned that true magic is not in objects, but in the stories we tell."
177,El Hombre de Nieve,The Snow Man,"Un hombre de nieve se enamoró de una estufa caliente en la casa de los humanos. Soñaba con acercarse a ella aunque sabía que se derretiría. Un perro viejo le advirtió del peligro, pero el hombre de nieve no escuchó. Cuando la primavera llegó, se desvaneció, convirtiendo su amor imposible en agua de recuerdos.","A snowman fell in love with a hot stove in the humans' house. He dreamed of approaching her even though he knew he would melt. An old dog warned him of the danger, but the snowman did not listen. When spring came, he vanished, turning his impossible love into watery memories."
178,Las Zapatillas Rojas,The Red Shoes,"Una niña pobre recibió unas zapatillas rojas mágicas. Cuando se las puso, comenzó a bailar sin poder detenerse. Cruzó campos y ciudades, exhausta y sin descanso. Un leñador finalmente le cortó los pies y las zapatillas bailaron solas hacia el bosque. La niña aprendió que la vanidad tiene un precio doloroso.","A poor girl received a pair of magic red shoes. When she put them on, she began to dance without being able to stop. She crossed fields and cities, exhausted and without rest. A woodcutter finally cut off her feet, and the shoes danced alone into the forest. The girl learned that vanity has a painful price."
179,El Árbol de Navidad,The Fir Tree,"Un abeto joven creció en el bosque soñando con ser el árbol de Navidad más hermoso. Cuando lo cortaron y decoraron con velas y juguetes, fue feliz por una noche. Al día siguiente, lo dejaron en el desván olvidado. Un anciano lo quemó para calentarse. El abeto aprendió que los sueños efímeros dejan cenizas amargas.","A young fir tree grew in the forest dreaming of being the most beautiful Christmas tree. When it was cut down and decorated with candles and toys, it was happy for one night. The next day, it was left forgotten in the attic. An old man burned it to warm himself. The fir tree learned that fleeting dreams leave bitter ashes."
180,El Pájaro Azul,The Blue Bird,"Un pescador ruso atrapó un pez dorado que le prometió cumplir tres deseos. Su mujer codiciosa pidió palacio, riquezas y poder. El pez accedió, pero ella quiso más y pidió ser dueña del mar. El pez se enfureció, revocó todo y los dejó en su choza pobre. La codicia infinita siempre termina en la ruina total.","A Russian fisherman caught a golden fish that promised to grant three wishes. His greedy wife asked for a palace, riches, and power. The fish agreed, but she wanted more and asked to be mistress of the sea. The fish grew angry, revoked everything, and left them in their poor hut. Infinite greed always ends in total ruin."
181,El Hércules y el Carretero,Hercules and the Carter,"Un carretero atascó su carro en el barro y rogó ayuda a Hércules. El héroe le dijo desde el cielo que primero empujara él mismo las ruedas. El carretero sudó y empujó con todas sus fuerzas. El carro salió del barro y Hércules sonrió, porque los dioses solo ayudan a quienes se ayudan primero.","A carter got his cart stuck in the mud and begged Hercules for help. The hero told him from the sky to first push the wheels himself. The carter sweated and pushed with all his might. The cart came free, and Hercules smiled, because the gods only help those who help themselves first."
182,El Pescador y el Pez de Oro,The Fisherman and the Golden Fish,"Un pescador anciano atrapó un pez de oro que hablaba. El pez le pidió libertad a cambio de cumplir deseos. El viejo solo pidió un barril nuevo para su esposa. Ella, insatisfecha, pidió casa, castillo y reino. Cuando quiso ser emperatriz del mar, el pez desapareció y todo volvió a ser polvo y pobreza eterna.","An old fisherman caught a talking golden fish. The fish asked for freedom in exchange for granting wishes. The old man only asked for a new washtub for his wife. She, unsatisfied, asked for a house, castle, and kingdom. When she wanted to be empress of the sea, the fish disappeared and everything returned to dust and eternal poverty."
183,El Jorobado de Notre Dame,The Hunchback of Notre Dame,"Quasimodo era el campanero de Notre Dame, deforme pero de corazón puro. Amaba desde lejos a la gitana Esmeralda, que le mostró bondad. Cuando ella fue condenada injustamente, él la rescató y la llevó a la catedral. El pueblo atacó y todo terminó en tragedia, pero su amor sacrificial se recordó por siglos en las campanas de París.","Quasimodo was the bell-ringer of Notre Dame, deformed but pure of heart. He loved the gypsy Esmeralda from afar, who showed him kindness. When she was unjustly condemned, he rescued her and took her to the cathedral. The people attacked and everything ended in tragedy, but his sacrificial love was remembered for centuries in the bells of Paris."
184,El Fantasma de la Ópera,The Phantom of the Opera,"Erik vivía escondido bajo la Ópera de París, ocultando su rostro desfigurado. Enseñó a cantar a Christine, una joven corista, y se enamoró de ella. Cuando ella eligió a otro, Erik la liberó por amor verdadero. Christine le dio un beso de compasión y el fantasma desapareció para siempre, llevándose su música a las sombras.","Erik lived hidden beneath the Paris Opera, concealing his disfigured face. He taught Christine, a young chorus girl, to sing, and fell in love with her. When she chose another, Erik freed her out of true love. Christine gave him a kiss of compassion and the phantom disappeared forever, taking his music into the shadows."
185,Drácula,Dracula,"El conde Drácula de Transilvania era un noble inmortal que bebía sangre humana para sobrevivir. Jonathan Harker llegó a su castillo y descubrió su secreto oscuro. Con ayuda del profesor Van Helsing, lo persiguieron hasta Londres. Finalmente, clavaron una estaca en su corazón y el vampiro se desvaneció en polvo milenario.","Count Dracula of Transylvania was an immortal noble who drank human blood to survive. Jonathan Harker arrived at his castle and discovered his dark secret. With Professor Van Helsing's help, they pursued him to London. Finally, they drove a stake through his heart and the vampire dissolved into ancient dust."
186,Frankenstein,Frankenstein,"Víctor Frankenstein era un científico obsesionado que dio vida a una criatura con partes de cadáveres. El monstruo, rechazado por su fealdad, exigió una compañera. Cuando Víctor se negó, la criatura destruyó a su familia. En el Ártico, el científico persiguió a su creación hasta morir congelado, enseñando que jugar a ser dios tiene consecuencias terribles.","Victor Frankenstein was an obsessed scientist who gave life to a creature made from corpse parts. The monster, rejected for his ugliness, demanded a companion. When Victor refused, the creature destroyed his family. In the Arctic, the scientist chased his creation until he died frozen, teaching that playing god has terrible consequences."
187,Moby Dick,Moby Dick,"El capitán Ahab era un marino obsesionado con cazar a Moby Dick, una ballena blanca que le había arrancado una pierna. Reclutó una tripulación valiente y navegó los mares durante años. Cuando encontró a la ballena, la batalla fue épica pero fatal. El barco se hundió, la tripulación pereció y Ahab quedó atrapado para siempre en las sogas de su propia venganza.","Captain Ahab was a sailor obsessed with hunting Moby Dick, a white whale that had taken his leg. He recruited a brave crew and sailed the seas for years. When they found the whale, the battle was epic but fatal. The ship sank, the crew perished, and Ahab remained trapped forever in the ropes of his own vengeance."
188,Robin Hood,Robin Hood,"Robin Hood vivía en el bosque de Sherwood con sus hombres. Robaba a los ricos para dar a los pobres, desafiando al príncipe Juan y el sheriff de Nottingham. Con su arco invencible y su corazón generoso, defendió a los campesinos oprimidos. Aunque fue traicionado, su leyenda de justicia y valentía perdura en Inglaterra para siempre.","Robin Hood lived in Sherwood Forest with his men. He robbed the rich to give to the poor, defying Prince John and the Sheriff of Nottingham. With his invincible bow and generous heart, he defended the oppressed peasants. Although he was betrayed, his legend of justice and bravery endures in England forever."
189,El Pescador y la Red,The Fisherman and the Net,"Un pescador experto lanzaba su red todos los días con paciencia. Un joven aprendiz quería pescar peces grandes de inmediato. El maestro le enseñó que la red con agujeros grandes deja escapar a los pequeños, pero atrapa lo suficiente para vivir. El aprendiz comprendió que la moderación sostiene la vida mejor que la avaricia.","An expert fisherman cast his net every day with patience. A young apprentice wanted to catch big fish immediately. The master taught him that a net with large holes lets the small ones escape, but catches enough to live. The apprentice understood that moderation sustains life better than greed."
190,El Pájaro y la Jaula de Oro,The Bird and the Golden Cage,"Un pájaro cantor vivía libre en el bosque. Un rey lo atrapó y lo puso en una jaula de oro con comida delicada. El pájaro dejó de cantar y se negó a comer. El rey, triste, lo liberó y el pájaro cantó más hermoso que nunca. La libertad es el alimento más preciado para el espíritu, más que el oro y los lujos.","A songbird lived free in the forest. A king captured him and put him in a golden cage with delicate food. The bird stopped singing and refused to eat. The sad king freed him, and the bird sang more beautifully than ever. Freedom is the most precious nourishment for the spirit, more than gold and luxury."
191,El Campesino y la Serpiente,The Peasant and the Snake,"Un campesino encontró una serpiente congelada en el camino y la guardó en su pecho para salvarla. Cuando la serpiente despertó, mordió a su salvador. Moribundo, el campesino lamentó haber olvidado que la naturaleza maligna no cambia por la bondad, y que la compasión mal dirigida se convierte en suicidio.","A peasant found a frozen snake on the road and kept it in his chest to save it. When the snake awoke, it bit its savior. Dying, the peasant lamented forgetting that an evil nature does not change through kindness, and that misdirected compassion becomes suicide."
192,El Caballo y el Asno,The Horse and the Donkey,"Un caballo elegante se burlaba del asno que cargaba bolsas pesadas. Un día, el caballo enfermó y no pudo tirar del carruaje. El asno, ahora fuerte y útil, se convirtió en el favorito del amo. El caballo, arrepentido, comprendió que la utilidad diaria vale más que la belleza orgullosa en momentos de necesidad.","An elegant horse mocked the donkey who carried heavy bags. One day, the horse fell ill and could not pull the carriage. The donkey, now strong and useful, became the master's favorite. The repentant horse understood that daily utility is worth more than proud beauty in times of need."
193,El Carpintero y la Muerte,The Carpenter and Death,"Un carpintero anciano vio a la Muerte llegar a su taller. Le pidió tiempo para terminar una silla para su nieto. La Muerte esperó pacientemente. Cuando terminó, el carpintero dijo que ya estaba listo. La Muerte, impresionada por su serenidad, le concedió un año más. El anciano aprendió que aceptar lo inevitable trae paz.","An old carpenter saw Death arrive at his workshop. He asked for time to finish a chair for his grandson. Death waited patiently. When he finished, the carpenter said he was ready. Death, impressed by his serenity, granted him another year. The old man learned that accepting the inevitable brings peace."
194,El Grillo del Hogar,The Cricket on the Hearth,"Un grillo vivía feliz junto a la chimenea de una familia humilde. Su canto traía buena suerte y alegría a la casa. Cuando un hombre codicioso intentó comprar la chimenea, el grillo cantó tan fuerte que el comprador huyó asustado. La familia conservó su hogar y aprendió que la felicidad verdadera no tiene precio de venta.","A cricket lived happily by the hearth of a humble family. His song brought good luck and joy to the house. When a greedy man tried to buy the hearth, the cricket sang so loudly that the buyer fled in fear. The family kept their home and learned that true happiness has no selling price."
195,La Gata Borracha,The Tipsy Cat,"Una gata astuta fingió estar borracha para que los ratones bajaran de sus escondites. Los ratones, confiados, salieron a bailar en la cocina. La gata recuperó su agilidad de repente y atrapó al más gordo. Los demás huyeron horrorizados, jurando no confiar nunca más en apariencias que parecen inofensivas y divertidas.","A cunning cat pretended to be drunk so the mice would come down from their hiding places. The confident mice came out to dance in the kitchen. The cat suddenly regained her agility and caught the fattest one. The others fled in horror, vowing never again to trust appearances that seem harmless and fun."
196,El Cuervo y la Urraca,The Crow and the Magpie,"Un cuervo y una urraca competían por ver quién robaba más objetos brillantes. El cuervo acumuló monedas y joyas en su nido. La urraca solo tomó espejos rotos. Cuando llegó el invierno, el cuervo no pudo comer sus tesoros y murió de hambre. La urraca sobrevivió, demostrando que lo útil siempre supera a lo ostentoso.","A crow and a magpie competed to see who could steal more shiny objects. The crow accumulated coins and jewels in his nest. The magpie only took broken mirrors. When winter came, the crow could not eat his treasures and starved. The magpie survived, proving that the useful always surpasses the ostentatious."
197,El León y el Burro Cazando,The Lion and the Donkey Hunting,"Un león y un asno hicieron un pacto para cazar juntos. El asno se encargaba de espantar las presas mientras el león las atrapaba. Al final del día, el león se comió todo y solo dejó huesos al asno. Este protestó, pero el león le recordó que un asno nunca debe aliarse con un rey si espera igualdad en el reparto.","A lion and a donkey made a pact to hunt together. The donkey was in charge of scaring the prey while the lion caught them. At the end of the day, the lion ate everything and only left bones for the donkey. He protested, but the lion reminded him that a donkey should never ally with a king if he expects equality in the distribution."
198,El Lobo y el Zorro en el Pozo,The Wolf and the Fox in the Well,"Un zorro cayó a un pozo profundo y no podía salir. Un lobo pasó y le prometió ayuda si le daba su comida. El zorro accedió, pero el lobo solo se quedó a mirar desde arriba. El zorro escapó saltando cuando llegó una cubeta. Nunca más creyó en promesas de quienes se benefician sin arriesgarse.","A fox fell into a deep well and could not get out. A wolf passed by and promised help if he gave him his food. The fox agreed, but the wolf only stood watching from above. The fox escaped by jumping when a bucket came down. He never again believed in promises from those who benefit without risking themselves."
199,El Pescador y la Red Vacía,The Fisherman and the Empty Net,"Un pescador lanzó su red al mar y solo sacó piedras y algas. Lo intentó cien veces más con la misma paciencia. En la centésima primera, la red se llenó de peces plateados. Los otros pescadores se rieron de su terquedad, pero él respondió que el éxito pertenece a quienes no abandonan la red vacía.","A fisherman cast his net into the sea and only pulled out stones and seaweed. He tried a hundred more times with the same patience. On the hundred and first, the net filled with silvery fish. The other fishermen laughed at his stubbornness, but he replied that success belongs to those who do not abandon the empty net."
200,El Reloj y la Brújula,The Clock and the Compass,"Un reloj antiguo y una brújula viajaron juntos en un barco. El reloj marcaba las horas con precisión y la brújula señalaba el norte sin fallar. Un día discutieron sobre quién era más importante. La tormenta llegó y ambos fueron necesarios: el reloj para los turnos y la brújula para la ruta. Entendieron que la precisión sin dirección es inútil, y la dirección sin tiempo es caos.","An old clock and a compass traveled together on a ship. The clock marked the hours with precision, and the compass pointed north without fail. One day they argued about who was more important. The storm came and both were needed: the clock for the shifts and the compass for the route. They understood that precision without direction is useless, and direction without time is chaos."
201,Rock 80s: La Bamba - Los Lobos,Rock 80s: La Bamba - Los Lobos,"Para bailar la bamba, para bailar la bamba se necesita una poca de gracia. Una poca de gracia pa mi pa ti, y arriba y arriba. Por ti sere, por ti sere, por ti sere. Yo no soy marinero, yo no soy marinero, soy capitan. Soy capitan, soy capitan.","To dance the bamba, to dance the bamba you need a little grace. A little grace for me for you, and up and up. For you I will be, for you I will be, for you I will be. I am not a sailor, I am not a sailor, I am a captain. I am a captain, I am a captain."
202,Rock 80s: De Música Ligera - Soda Stereo,Rock 80s: De Música Ligera - Soda Stereo,"Ella durmio al calor de las masas y yo desperté queriendo soñarla. Algún tiempo atrás pensé en escribirle que nunca sorteé las trampas del amor. De aquel amor de música ligera, nada nos libra, nada mas queda.","She slept in the warmth of the masses and I woke up wanting to dream of her. Some time ago I thought of writing to her that I never dodged the traps of love. From that light music love, nothing frees us, nothing else remains."
203,Rock 80s: Matador - Los Fabulosos Cadillacs,Rock 80s: Matador - Los Fabulosos Cadillacs,"Matador, matador, eres noble y eres bravo y valiente. Matador, matador, sangre de pantera y de elefante. Matador, matador, el sol te derrite la coraza de acero. Matador, matador, si la vida no te mata, la muerte te mata de un susto.","Matador, matador, you are noble and brave and courageous. Matador, matador, blood of panther and elephant. Matador, matador, the sun melts your armor of steel. Matador, matador, if life does not kill you, death kills you from fright."
204,Rock 80s: Lamento Boliviano - Enanitos Verdes,Rock 80s: Lamento Boliviano - Enanitos Verdes,"Me quemo los pies en el fuego de tu amor y me olvido de todo cuando entras vos. Lamento Boliviano, que nunca me abandona y me hace caminar en el cielo de tu boca. Y yo quiero mas, y yo quiero mas de tu amor y de tu piel.","I burn my feet in the fire of your love and I forget everything when you come in. Bolivian Lament, that never abandons me and makes me walk in the sky of your mouth. And I want more, and I want more of your love and your skin."
205,Rock 80s: La Muralla Verde - Enanitos Verdes,Rock 80s: La Muralla Verde - Enanitos Verdes,"La muralla verde, la muralla verde, no deja ver el mar. La muralla verde, la muralla verde, no deja ver el sol. Yo quiero que se caiga, yo quiero que se rompa, yo quiero ver el mar. Yo quiero ver la luz, yo quiero ver el sol, yo quiero ser libre.","The green wall, the green wall, does not let me see the sea. The green wall, the green wall, does not let me see the sun. I want it to fall, I want it to break, I want to see the sea. I want to see the light, I want to see the sun, I want to be free."
206,Rock 80s: Tren al Sur - Los Prisioneros,Rock 80s: Tren al Sur - Los Prisioneros,"Tren al sur, tren al sur, me lleva lejos de aqui. Tren al sur, tren al sur, donde no hay nadie que me conozca. Tren al sur, tren al sur, donde el sol quema mas fuerte. Tren al sur, tren al sur, donde puedo ser libre.","Train to the south, train to the south, takes me far from here. Train to the south, train to the south, where there is nobody who knows me. Train to the south, train to the south, where the sun burns stronger. Train to the south, train to the south, where I can be free."
207,Rock 80s: Nada Personal - Soda Stereo,Rock 80s: Nada Personal - Soda Stereo,"Nada personal, nada personal, ves que no es cierto lo que dicen de mi. Nada personal, nada personal, solo busco un poco de amor en esta ciudad. Nada personal, nada personal, no me mires asi que no soy de aqui.","Nothing personal, nothing personal, you see it is not true what they say about me. Nothing personal, nothing personal, I only seek a little love in this city. Nothing personal, nothing personal, do not look at me like that because I am not from here."
208,Rock 80s: Devuélveme a mi Chica - Hombres G,Rock 80s: Devuelveme a mi Chica - Hombres G,"Devuélveme a mi chica, no la quiero prestada, devuélveme a mi chica que yo la quiero de verdad. Devuélveme a mi chica, no la quiero prestada, devuélveme a mi chica que sin ella no hay felicidad.","Give me back my girl, I do not want her borrowed, give me back my girl because I truly love her. Give me back my girl, I do not want her borrowed, give me back my girl because without her there is no happiness."
209,Rock 80s: Flaca - Andrés Calamaro,Rock 80s: Flaca - Andres Calamaro,"Flaca, no me claves tu punyal por la espalda. Tan profundo, no me duelen ni las almas. Flaca, no me dejes con la espina de este amor que se da vuelta y se clava en mi corazon.","Skinny, do not stick your dagger in my back. So deep, not even my souls hurt. Skinny, do not leave me with the thorn of this love that turns around and sticks into my heart."
210,Rock 80s: Costumbres Argentinas - Los Abuelos de la Nada,Rock 80s: Costumbres Argentinas - Los Abuelos de la Nada,"Hola, que tal, no te habia visto en la vereda de enfrente. Hola, que tal, me dijo el corazon cuando te vio pasar. Costumbres argentinas, de mirar y no tocar, de querer y no poder, de soñar y despertar.","Hello, how are you, I had not seen you on the sidewalk across the street. Hello, how are you, my heart told me when it saw you pass by. Argentine customs, of looking and not touching, of wanting and not being able, of dreaming and waking up."
211,Rock 80s: Signos - Soda Stereo,Rock 80s: Signos - Soda Stereo,"Signos en el sol, signos en la luna, signos en tu cara cuando me miras. Signos de amor, signos de locura, signos que me dicen que tu eres para mi. Signos en el viento, signos en el agua, signos que me guian hasta tu corazon.","Signs in the sun, signs in the moon, signs on your face when you look at me. Signs of love, signs of madness, signs that tell me that you are for me. Signs in the wind, signs in the water, signs that guide me to your heart."
212,Rock 80s: Los Dinosaurios - Charly García,Rock 80s: Los Dinosaurios - Charly Garcia,"Los dinosaurios no van a desaparecer, los dinosaurios van a volver. Los dinosaurios caminan sobre la tierra, los dinosaurios van a quemarse. Los dinosaurios no van a desaparecer, los dinosaurios van a volver.","The dinosaurs are not going to disappear, the dinosaurs are going to come back. The dinosaurs walk on the earth, the dinosaurs are going to burn. The dinosaurs are not going to disappear, the dinosaurs are going to come back."
213,Rock 80s: No Voy en Tren - Charly García,Rock 80s: No Voy en Tren - Charly Garcia,"No voy en tren, no voy en tren, yo no me subo a ese tren que va al dolor. No voy en tren, no voy en tren, yo no me subo a ese tren que va al olvido. No voy en tren, no voy en tren, yo camino solo por mi propio camino.","I do not go by train, I do not go by train, I do not get on that train that goes to pain. I do not go by train, I do not go by train, I do not get on that train that goes to oblivion. I do not go by train, I do not go by train, I walk alone on my own path."
214,Rock 80s: Cuando Seas Grande - Miguel Mateos,Rock 80s: Cuando Seas Grande - Miguel Mateos,"Cuando seas grande vas a tener que trabajar, vas a tener que luchar, vas a tener que sudar. Cuando seas grande vas a entender que la vida no es un juego y que el tiempo pasa muy rapido.","When you grow up you will have to work, you will have to fight, you will have to sweat. When you grow up you will understand that life is not a game and that time passes very fast."
